Unnamed: 0,Date,Tweet,latitude,longitude,city,sentiment
779,2022-06-30,@Datanerdkim @RoyalReporter Hey I said it’s up to you how many babies you kill. So why don’t we end this. But for the record everything I said is true. By the way if you don’t want to get pregnant there are plenty of ways to prevent it besides abortions.,40.7128,-74.006,New York City,Negative
780,2022-06-30,"Y’all out here passing law to demolish abortion, but still creating diseases and vaccines in the lab for population control!!!…there is a bigger hand at stake here but nobody int speaking on it!",40.7128,-74.006,New York City,Negative
781,2022-06-30,"There’s very little Democrats can do in the short term. And even less if people don’t vote or let any other issues over take abortion rights &amp; other valued freedoms. What’s more important inflation &amp; gas prices or abortion rights, gay rights &amp; voting rights?",40.7128,-74.006,New York City,Negative
782,2022-06-30,@gio_walker1 @transhoodoofund there are abortion funds all over look them up,40.7128,-74.006,New York City,Negative
783,2022-06-30,Why big tech companies are so quiet on abortion rights #searchproducts #atamp #uber #retailworkers #techcompanies #techfirms #fintwit https://t.co/y6DG45i5Oz,40.7128,-74.006,New York City,Negative
784,2022-06-30,"Because Jefferson Medical College (@TJUHospital ) has not made ONE acknowledgment or statement about the overturn of Roe, our student body has stepped up. Frankly, Jefferson should be embarrassed.

Abortion is healthcare. Period. https://t.co/zqqQ95JZsc",40.7128,-74.006,New York City,Negative
785,2022-06-30,Everyone is less safe &amp; less free because of the Supreme Court’s wrongheaded rulings on guns and abortion. And now we face even greater difficulty addressing climate change and the stability of the planet due to this extreme court. Our human rights are under assault. #SCOTUS,40.7128,-74.006,New York City,Negative
786,2022-06-30,"As much as I hate Jamie Lynn Spears let’s not say her daughter should’ve been aborted. If we’re being pro choice here her parents tried to force her into an abortion or giving the child up, she chose to keep her daughter. Maddie is old enough to be on the internet now.",40.7128,-74.006,New York City,Negative
787,2022-06-30,"Doctors can read too, actually.

I also observe that these threads are a deflection from the overwhelming majority of abortions, which are purely elective. https://t.co/8E9O2K3Yny",40.7128,-74.006,New York City,Neutral
788,2022-06-30,"@Reinsch84 @DrSamuelGregg Looking at all the State judges enjoining state abortion laws, I think I’ll take Vermeulian jurisprudence about now.",40.7128,-74.006,New York City,Neutral
789,2022-06-30,"@Datanerdkim @RoyalReporter What am I lying about, some states will keep abortion as is and you can kill as many babies as you want, some states will limit it to 15 weeks and some will out law it. But it’s all by the vote of the people in those states.",40.7128,-74.006,New York City,Negative
790,2022-06-30,@SuckerCarlson @StandForBetter Hey @IvankaTrump - was YOUR high school abortion approved by the state of NY??  We’ll await your reply,40.7128,-74.006,New York City,Neutral
791,2022-06-30,@nuancedindie @TheEconomist @kateashaw1 I’m with you. Note that today he did say he supports altering the filibuster rule to maybe facilitate the codification of abortion rights.,40.7128,-74.006,New York City,Neutral
792,2022-06-30,Florida judge blocks 15-week abortion ban set to go into effect Friday https://t.co/fvLd6Xja5l via @nypost,40.7128,-74.006,New York City,Neutral
793,2022-06-30,"In just a month, SCOTUS forced America to take a hard right turn on:

Abortion
Climate Change
Gun Control
Separation of Church &amp; State
Miranda 

To defeat the Supreme Court’s efforts to overthrow democracy, we must elect leaders who will push back HARD against the GOP
#FreshWords",40.7128,-74.006,New York City,Negative
794,2022-06-30,"I understand the constitutional argument that Congress 𝘤𝘢𝘯𝘯𝘰𝘵 outlaw abortion. I do not understand the pro-life argument that Congress 𝘴𝘩𝘰𝘶𝘭𝘥 𝘯𝘰𝘵 try to ban it. If abortion takes an innocent human life, federalism is woefully inadequate to protect unborn children.",40.7128,-74.006,New York City,Negative
795,2022-06-30,"Coincidentally, the mini-doc opens with “Otherside,” which is about my experience with abortion. I haven’t known how or when to talk about this element of the album, but I don’t think I can be quiet about it any longer.

Please support @HealthMayday https://t.co/WubKlRjcjY",40.7128,-74.006,New York City,Neutral
796,2022-06-30,Hollywood Stars Share Their Abortion Stories in Wake of #RoeVsWade Reversal https://t.co/3ehh0mUN8Y via @thr,40.7128,-74.006,New York City,Neutral
797,2022-06-30,"Thought: because Alito said that Griswold did not extend to abortion, even though that was implied rather than explicit, the Florida Supreme Court may rule that privacy does not extend to abortion either. https://t.co/CpDSBPfsfs",40.7128,-74.006,New York City,Neutral
798,2022-06-30,"@RevChuckCurrie @POTUS Abortion isn't about religion. It's the simplest opposition tool from both sides. Plenty of atheists are anti-abortion, vice-versa. Morality is nuanced. Also nuanced is ""choice""
Science:
100% female's body
50% male's baby
Legally/Societally:
0% male choice before AND after birth",40.7128,-74.006,New York City,Negative
799,2022-06-30,"I  have no kids and I had a vasectomy, if any folks have any questions, happy to share about my experience. I want to focus my energy to fighting capitalism and Injustice. I am pro abortion. I love kids and my nephews. I will always support parents and children. https://t.co/sZR8zKV5LC",40.7128,-74.006,New York City,Positive
800,2022-06-30,"We get it, Corie, you’re pro-choice. Maybe you means well, but I assure you, pro-choice activists *want* these idiot doctors and lawyers as propaganda for abortion on demand.",40.7128,-74.006,New York City,Negative
801,2022-06-30,Codify abortion rights. Pass the equality act. Secure voting rights. These are all things that need to be done without the filibuster,40.7128,-74.006,New York City,Neutral
802,2022-06-30,"tl;dr 

Abortions aren’t up for debate because
Abortions are human rights.

Women autonomy shouldn’t be put up to a 6 - 3 vote.

Fuck The Supreme Court. https://t.co/icoxVG8Ez5",40.7128,-74.006,New York City,Negative
803,2022-06-30,"@cnsnews @JoeBiden why don’t you worry about our economy, jobs, salaries, inflation and the price of gas the way you care about abortions? 🤔",40.7128,-74.006,New York City,Negative
804,2022-06-30,Seriously thinking about selling businesses and registering people to vote full-time. Organizing marches. We really need to hit the streets. We can’t lose abortion. We can’t lose gay marriage. We can’t go back 50 years. We can’t have a forever president. We can’t become Russia.,40.7128,-74.006,New York City,Negative
805,2022-06-30,"The movie of the moment. 📽🎬 A must-watch!

#movie #abortion #AbortionBan #RoeVWade #RoeOverturned #ABORTIONS #AbortionRightsAreHumanRights #SupremeCourt #SCOTUS #health #healthcare",40.7128,-74.006,New York City,Positive
806,2022-06-30,Being pro-life is banning abortions but making the future of our already born kids a living hell. Mass extinction is just fine with the pro-life crowd.,40.7128,-74.006,New York City,Negative
807,2022-06-30,Biden talking about getting behind the filibuster for abortion and right to privacy.,40.7128,-74.006,New York City,Neutral
808,2022-06-30,Voting blue can suck sometimes but if you don't think Republicans aren't going to attempt a national abortion ban if they get back into power you aren't paying attention.,40.7128,-74.006,New York City,Negative
809,2022-06-30,"It’s obvious Republicans are pushing for treating abortion like murder and not, say, gambling.",40.7128,-74.006,New York City,Negative
810,2022-06-30,@Catholic4Choice Also in regards what is and isn't abortion. https://t.co/enxmrEBeJU,40.7128,-74.006,New York City,Neutral
811,2022-06-30,"Part 2
Every woman read what I have to say it may save you....
If you are in a relationship and the man is not ready or is refusing to take ownership of his responsibility, take an abortion. There are sacrifices that can be made.
If you have been rape as a woman",40.7128,-74.006,New York City,Neutral
812,2022-06-30,"I studied Health Administration BS. Abortion is termination of pregnancy 16 weeks or less in my opinion. After it becomes more risky on woman health and life. Traditionally, they prefer a woman doesn't engage in such acts however, in my next tweet I mention reasons I feel it's ok",40.7128,-74.006,New York City,Negative
813,2022-06-30,Good morning Kings and Queens 91 questions about Abortion I got you give me a minute,40.7128,-74.006,New York City,Neutral
814,2022-06-30,The SCOTUS did not rule that abortion is a state’s rights issues.  It ruled that women do not have the right to have a abortion - even if it is to save their life.  As a result of this a state may grant you some rights related to abortion or they may not.  #RoeVsWadeOverturned,40.7128,-74.006,New York City,Neutral
815,2022-06-30,"Abortion gestapo on deck.
#RoeVWadeprotest",40.7128,-74.006,New York City,Negative
816,2022-06-30,These U.S. companies are covering travel costs for abortions #bellwethers #fintwit https://t.co/WlNmAFSN9N,40.7128,-74.006,New York City,Negative
817,2022-06-30,"@Septicsceptic1 @varadmehta @Ori_Ar @Ejmiller25 No, but a way to obtain abortion within the banned state would be.",40.7128,-74.006,New York City,Neutral
818,2022-06-30,This is what the baby killers don’t want you to see. “A late term abortion” https://t.co/54SHFxlpue via @YouTube,40.7128,-74.006,New York City,Negative
819,2022-06-30,"@Septicsceptic1 @varadmehta @Ori_Ar @Ejmiller25 There’s pretty clear case law that the First Amendment does not protect speech directed toward the commission of criminal activity. Telling people how to get abortions where it’s banned would be an example, but the courts haven’t ruled on that.",40.7128,-74.006,New York City,Negative
820,2022-06-30,"@DouglasLukasik @varadmehta @michael_k_woods @CorieWhalen @ScottAdamsSays We get it, Corie is pro-choice. Maybe she means well, but I assure you, pro-choice activists *want* these idiot doctors and lawyers as propaganda for abortion on demand.",40.7128,-74.006,New York City,Negative
821,2022-06-30,"@varadmehta @Ori_Ar @Ejmiller25 There will still be litigation on abortion. Even if the Supreme Court won’t ban abortion nationwide, can Congress do it? Does the First Amendment bar States from banning info about abortion? Can the next President revive the Comstock Laws? And so on and so forth.",40.7128,-74.006,New York City,Neutral
822,2022-06-30,"There is no First Amendment right to encourage others to commit criminal activity. If State legislatures ban abortion, they have the right to ban providing information on how to skirt abortion bans. This isn’t hard. https://t.co/zDFRFS8uyQ",40.7128,-74.006,New York City,Negative
823,2022-06-30,@petespiliakos @Ejmiller25 @IanPGunn @HumphreyBohun @RealSamRoberts His refusal to join Henderson in Garza v. Hargan and his tepid dissent in June Medical Services v. Russo (“I hate abortion but maybe I’ll just tie the clinics up in knots”) made me think he would go for sophistry to uphold the Mississippi law without touching Roe and Casey.,40.7128,-74.006,New York City,Negative
824,2022-06-30,@VisibleSpectra @cambyrnephoto @WhiteHouse Having an Abortion was never made a Law therefore President Biden is either misinformed or out-right lying here!,40.7128,-74.006,New York City,Negative
825,2022-06-30,"CPCs have long been accused of providing what experts have called “misleading or false” information to discourage women from getting abortions, as NBC News witnessed firsthand after sending two producers to CPCs in Texas to request pregnancy counseling.",40.7128,-74.006,New York City,Negative
826,2022-06-30,"https://t.co/WGLvcu87w5

News flash fuck heads.

BIRTH CONTROL HAS MORE THAN  1 USE.

You don't want women to get abortions but now you're essentially preventing women from making the choice to NOT get pregnant.

Ya'll fuckers can't have it both ways.",40.7128,-74.006,New York City,Negative
827,2022-06-30,Why #abortion politics in the U.S. could define Califf's tenure as FDA commissioner. Via @BioCentury's Washington Editor Steve Usdin: https://t.co/i4kZ0KhEey,40.7128,-74.006,New York City,Neutral
828,2022-06-30,@JoeBiden How bout abortion?,40.7128,-74.006,New York City,Neutral
829,2022-06-30,"It would be nice if the media could stop using the clearly propagandistic term “abortion care,” but of course, they’re propagandists.",40.7128,-74.006,New York City,Negative
830,2022-06-30,If you think abortion is murder you will NOT understand season 1 of #Westworld,40.7128,-74.006,New York City,Negative
831,2022-06-30,"We’ll be donating our proceeds from #WeShellFlip at @wordbookstores #JerseyCity to @AbortionFunds, the National Network of Abortion funds. We hate feeling stuck, and in the spirit of the picture book’s theme of resilience, we want to do all we can to keep going. https://t.co/qbhTT8FTCI",40.7128,-74.006,New York City,Neutral
832,2022-06-30,You are not safe in a blue state. We have to pass the women’s health protection act and guarantee abortion rights in every state. #whpa #WomensRightsAreHumanRights,40.7128,-74.006,New York City,Negative
833,2022-06-30,@RelfDunlop @davereaboi The way abortion isnt pro life just anti women,40.7128,-74.006,New York City,Negative
834,2022-06-29,"@AubreyGilleran @cardinals150 @mjs_DC I just don’t know why this matters. Roe is overturned. So this guy won’t really be hearing many abortion cases. What’s the harm, for Democrats?",40.7128,-74.006,New York City,Negative
835,2022-06-29,@TheShadeRoom This law is not for black people go do your research its for white people 🙄 because white people have more abortion than any other race in America Blacks and Spanish are the majority while whites is the dieing breed black women is just guilty by association.,40.7128,-74.006,New York City,Negative
836,2022-06-29,"@RepublicansWhy @DrKanisha there is not, in fact, an amendment that outlaws slavery. the thirteenth codified it as punishment for crime. meaning, literally, that women can be enslaved for breaking abortion laws. we are dehumanizing ever wider swaths of humanity. but do go on.",40.7128,-74.006,New York City,Negative
837,2022-06-29,"🤔 I don’t understand how stopping abortion prevents “white replacement”.  African American women have the highest number of abortions, roughly 40% of all abortions. So I’m not following this logic.",40.7128,-74.006,New York City,Negative
838,2022-06-29,"I’m not pro-life, I’m anti-murder. Which isn’t to say that all life isn’t valuable, or that I don’t hate war, or that I wouldn’t trade abolition of the death penalty for an end to abortion, but the seamless garment rhetoric obfuscates key moral distinctions.",40.7128,-74.006,New York City,Negative
839,2022-06-29,@RepGarbarino @RepBrianFitz @RepTedDeutch @RepSchneider @SecMayorkas Would you vote to ban abortion nationwide?,40.7128,-74.006,New York City,Neutral
840,2022-06-29,Y’all all abortions but mad at a nigga that don’t wanna feed other people kids 😭.,40.7128,-74.006,New York City,Negative
841,2022-06-29,"Pro-Abortion Picket, @nycDSA and NYCFAR picket, chant &amp; discuss institutions that fought against our civil rights, including abortion, for decades.
St. Patrick's Cathedral, midtown Manhattan, New York City, 5/14pm, Wed, 6/29/2022

h/t @nycforabortion @protest_nyc
#nyc 

THREAD
1/ https://t.co/wnNNygpTzC",40.7128,-74.006,New York City,Neutral
842,2022-06-29,"We warned that it wasn’t just about abortion but the rights of everyone who isn’t a straight white Christian man.

This is disgusting. Indigenous Americans deserve so much better from the federal govt.",40.7128,-74.006,New York City,Negative
843,2022-06-29,"US speaker Pelosi, leader of the party of death and champion of abortion, meets with the leftist pope who encourages the sin of scandal by giving her Holy Communion. https://t.co/9QpJsJuPxT",40.7128,-74.006,New York City,Negative
844,2022-06-29,@Jimmy86404697 @EllisonCampaign Don’t want an abortion don’t have one. Don’t you dare tell a woman what she can do with her own body #AbortionRightsAreHumanRights #abortionsaveslives #AbortionIsHealthcare #mybodymychoice,40.7128,-74.006,New York City,Negative
845,2022-06-29,"Needless to say, since the abortion ban states are equivocating on whether *ectopic pregnancy* or *undelivered stillbirth* qualify for exemption until severe anemia or sepsis occur, respectively, they would not regard 0.1 Gy to the uterus an emergency that merits exemption.",40.7128,-74.006,New York City,Neutral
846,2022-06-29,@libsoftiktok I have noticed only born/living children and adults are pro abortion,40.7128,-74.006,New York City,Negative
847,2022-06-29,Taking freedom of speech down along with the right to abortion,40.7128,-74.006,New York City,Negative
848,2022-06-29,VATICAN CITY (AP) — US Speaker Pelosi receives Communion at papal Mass in the Vatican despite support for abortion rights.,40.7128,-74.006,New York City,Neutral
849,2022-06-29,NY 🚨 let’s enshrine abortion care in NY now! call your state legislator today and ask that they pass #equityamendment in tomorrow’s special session! Details + script here! https://t.co/vV918JEEuP https://t.co/cs5LBetlXi,40.7128,-74.006,New York City,Neutral
850,2022-06-29,@CarmineSabia Because they made it legal to ban abortion in any state. Denying access to abortion to people from faiths that allow for abortion under certain conditions violates their religious liberty. Those who ban abortion impose an evangelical/Catholic belief onto the rest of society.,40.7128,-74.006,New York City,Negative
851,2022-06-29,"@atarporat @yhazony Israel is run on a largely secular platform, the rabbanut doesn’t write abortion laws.",40.7128,-74.006,New York City,Negative
852,2022-06-29,"@abcrawford83 @remzhumphrey @KamalaHarris I’m in science industry, I have enough details on what I write, the life of human being is just beginning during fertilization process. That’s fact. Abortion is the shortcut of escaping consequences from your own actions. Except for those who raped.",40.7128,-74.006,New York City,Negative
853,2022-06-29,@kylegriffin1 How many abortions do these woman have ????,40.7128,-74.006,New York City,Negative
854,2022-06-29,"@GovKathyHochul 
Pass the nursing and interstate medical licensure compacts; allow physicians and nurses from other states to provide abortion services for their own:
*New York - AB 4841, A 9007 and SB 8007*
https://t.co/HPD4iJe89h",40.7128,-74.006,New York City,Neutral
855,2022-06-29,"The way HR is for companies, not the ppl makes me cautious about these companies paying for abortion care. I mean yea that’s great! but what’s the actual policy behind that? Ever think some ppl don’t want to divulge something so personal?",40.7128,-74.006,New York City,Negative
856,2022-06-29,"Hello to all those who are anti-abortion — abortion is *very* much healthcare and if you don’t know that, that is okay because the doctors do and they are the ones you go to to save your life.",40.7128,-74.006,New York City,Neutral
857,2022-06-29,@ScoonTv Minority on average had been having more kids than the white majority. I guess in her mind making it harder for some white young women to have an abortion will help balance things a bit. But rooting for the survival of your race is not aloud if you are white I guess.,40.7128,-74.006,New York City,Neutral
858,2022-06-29,@AmberAshley641 I obviously have no point of reference because I’ve never been in the situation to make that decision as women have to. My point is simply contrary to what some like to suggest I don’t believe that abortion is the first choice of millions of women. I’m sure it’s a hard &amp; painful,40.7128,-74.006,New York City,Negative
859,2022-06-29,"@AlienIsGOD @SeeBeeEff @mjs_DC I'm pro-choice. I was correcting your phrasing because you implied pregnancies from rape should be forcibly terminated.

No forced pregnancies. No forced abortions. Choice.",40.7128,-74.006,New York City,Neutral
860,2022-06-29,@iKimberlyElise abortion is not murder,40.7128,-74.006,New York City,Negative
861,2022-06-29,"Democrats: Now that abortion rights are decided by state legislatures, we have to develop a new platform to take back all those midwestern and southern states we lost completely

Also Democrats:",40.7128,-74.006,New York City,Neutral
862,2022-06-29,Every time I fly back to the US from New Zealand I go back to the past. Normally it is just that I land a couple hours before I took off according to the clock. With the right to abortion being repealed I’ve got back over 50 years!,40.7128,-74.006,New York City,Neutral
863,2022-06-29,"I have my aid and abet abortion shirt on and had to walk to a specific bodega that required me to pass a church so as you can imagine, their stares affirmed that…I am absolutely a sinner 🫠.",40.7128,-74.006,New York City,Negative
864,2022-06-29,@woah_jane @FrankTipton1 @KamalaHarris What percentage of rape victims contributed in abortion statistics of last year? 🤔,40.7128,-74.006,New York City,Negative
865,2022-06-29,It’s estimated that 1 in 4 women will have an abortion by age 45.,40.7128,-74.006,New York City,Negative
866,2022-06-29,"Kasich spoke at the Dem convention and while he didn’t help Biden win Ohio, he would have advanced the current anti-abortion reality if he had won in 2016",40.7128,-74.006,New York City,Neutral
867,2022-06-29,"As a teen, abortions ensured my friends had a future.

In my 20s, abortions freed friends from abusive partners &amp; helped prioritize their independence.

In my 30s, the more abortions I encounter are for pregnancies that are deeply wanted but not viable.

Abortion is healthcare.",40.7128,-74.006,New York City,Negative
868,2022-06-29,"Some people think that they are conservatives because they think “abortion should be the exception &amp; not the rule”, not understanding that women would like to make their own decisions on what is considered an exception.",40.7128,-74.006,New York City,Negative
869,2022-06-29,"Re: #DobbsDecision. Europeans live in societies with greater legislative supremacy. Ours is a judicial-supremacy society. So we tend to mythologize the neutrality of judges, which makes it harder to cope with cases like Dobbs. Vast majority of societies legislate on abortion.",40.7128,-74.006,New York City,Negative
870,2022-06-29,"Mr Raab says the right to an abortion is “settled in UK law.” Do you know who else said a version of that? All the SCOTUS justices who voted to overturn Roe. 

Do not let the UK not codify abortion access in law. 

https://t.co/QkMft8I0OF",40.7128,-74.006,New York City,Negative
871,2022-06-29,"I am not looking forward to seeing a future where we have a ban on #ABORTIONS, 500k children in the foster care system and a #babyformula shortage all at the same time. The math is not mathing. https://t.co/6A4e9Q0zzc",40.7128,-74.006,New York City,Negative
872,2022-06-29,"@MarkWil41102903 IT'S REALLY GOOD TO KNOW!! NOBODY WANTS TO BE TIED WITH A MISTAKE FROM EARLY 20'S ? WHICH IS NOW YOUR  NIGHTMARE!! But they're fucking nuts, they would want a 13 year old to  of Rape or incest birtg!
 THAT'S SO TRAUMATIC!! They want ectopic pregnancy a criminal act for abortion!",40.7128,-74.006,New York City,Negative
873,2022-06-29,@Jim_Jordan Hey Jimmy let’s go carry in NYC and rat on some women who want an abortion https://t.co/YHC5Zxs2tb,40.7128,-74.006,New York City,Negative
874,2022-06-29,Insurance experts: what are possible medical malpractice outcomes for doctors who won’t/can’t help a woman who will die without an abortion? What will this do to insurance rates for doctors?,40.7128,-74.006,New York City,Negative
875,2022-06-29,"Good morning from New York, where @KathyHochul is the Democratic nominee for governor. Her opponent in November, Mr Zeldin, opposes abortion. 

New York is a safe haven state. We cannot allow that to change. 1/",40.7128,-74.006,New York City,Neutral
876,2022-06-29,Informed legal abortion choices in Thailand:,40.7128,-74.006,New York City,Neutral
877,2022-06-29,ppl at the 5cs doing a photoshoot w their signs for the abortion protest and posting their pics 🤨🤨,40.7128,-74.006,New York City,Neutral
878,2022-06-29,"Curse on this evil evil 👿 in the name of God and country  

GOP lawmakers sound off on Biden admin directing teen mothers to abortion: ‘Shame on you, Mr. President'

https://t.co/AdlHNVnJvL

Explore the Fox News apps that are right for you at https://t.co/H5cmJymhSE.",40.7128,-74.006,New York City,Negative
879,2022-06-29,"@Serwaa_Amihere Any responsible woman who isn’t expecting pregnancy should perform a DIY test at home or visit the hospital for a scan, as soon as they miss their period if they’ve had sex or got raped. Could be expensive but it’s not as expensive as having an abortion or having to raise a kid.",40.7128,-74.006,New York City,Negative
880,2022-06-29,"Now that legislating abortion is possible, it almost feels as if the task ahead was more herculean than it was before. But we must make it happen. We must not weary, we must not rest.",40.7128,-74.006,New York City,Neutral
881,2022-06-29,"It includes the Constitution, which contains no right to abortion. Glad I could help.",40.7128,-74.006,New York City,Neutral
882,2022-06-29,The intersection of those who look different and are struggling w abortion guilt is small and bleak,40.7128,-74.006,New York City,Negative
883,2022-06-29,"@KathyHochul  VICTIM FOCUSED EFFORTS= 1. making NYC a safe haven for abortion rights for women from pro life states 2. Stopping Asian hate, actually stopping crimes, endorsing a DA who is not anti-Asian 3. MAKE NYC affordable for all✊🙏",40.7128,-74.006,New York City,Neutral
884,2022-06-29,"A court in Utah has temporarily blocked Utah's trigger law on abortion.

Planned Parenthood Association of Utah argued in its lawsuit that the Utah Constitution protects a person's right to seek an abortion in the state.",40.7128,-74.006,New York City,Neutral
885,2022-06-29,"In a letter to colleagues, Speaker Pelosi outlines legislation the House could take up on abortion, including:

Protecting women's personal data stored in reproductive health apps

Making clear that Americans have the Constitutional right to travel freely throughout the U.S.",40.7128,-74.006,New York City,Neutral
886,2022-06-29,New Mexico Gov. Michelle Lujan Grisham has signed an executive order that prohibits cooperation with other states that might interfere with abortion access in New Mexico. The order also prohibits most state employees from assisting other states in abortion-related investigations.,40.7128,-74.006,New York City,Neutral
887,2022-06-29,"@DICKS Will @dicks HR department be setting up an Abortion Registry for employees who have an abortion? Also, how much will @Dicks be offering to team members who have a baby?",40.7128,-74.006,New York City,Neutral
888,2022-06-29,Reuters: TEXAS JUDGE BLOCKS ENFORCEMENT OF PRE-ROE V. WADE ABORTION BAN: CLINICS' LAWYERS,40.7128,-74.006,New York City,Neutral
889,2022-06-29,"Give generously and often: NAF members include abortion providing facilities, pro-choice individuals, and organizations who support reproductive rights https://t.co/WHxn7J5J4J",40.7128,-74.006,New York City,Neutral
890,2022-06-29,Curious. Will you sponsor or speak at events in states that ban abortion? Aka @sxsw?,40.7128,-74.006,New York City,Neutral
891,2022-06-29,"@messagefam @halsey Then don’t have an abortion, simple",40.7128,-74.006,New York City,Negative
892,2022-06-29,I’m watching a doc about sugar and obesity. Sad that the ads are to save corporate profits. Ads center on the idea that it was too much government control. And yet that same government now controls my body and abortion. #RoeVsWade,40.7128,-74.006,New York City,Negative
893,2022-06-29,"@KenPaxtonTX Hey Ken! Please describe for me this zero abortion, 100% wanted pregnancies scenario that you envision for Texas. How are you going to achieve that lofty goal?",40.7128,-74.006,New York City,Neutral
894,2022-06-28,"A lot Christians believe in exceptions for so many rules &amp; systems (especially in regards to their own family members’ ills), but the institution and various purposes for abortion can’t possibly be one of them?!",40.7128,-74.006,New York City,Negative
895,2022-06-28,@ReverendWarnock U r so wrong. Abortion is murder.sacrificing babies was part of Baal worship. Shame on u!,40.7128,-74.006,New York City,Negative
896,2022-06-28,"My old High-school dealer now sells abortions instead of weed. Says higher margins + Inelastic demand = $$$ 

Big change in business model. But the state legalized weed and criminalized abortions lol. 

Oh. He’s also an MD now too by the day. (Internal Medicine)",40.7128,-74.006,New York City,Negative
897,2022-06-28,There are over 1 million miscarriages and abortions in the United States each year.,40.7128,-74.006,New York City,Negative
898,2022-06-28,The explainers on abortion pills are great but why the hell are we hearing them NOW,40.7128,-74.006,New York City,Negative
899,2022-06-28,This does not apply to everyone obviously but Jesus fucking Christ I wish the media cared half as much about abortion six months ago as they do now,40.7128,-74.006,New York City,Negative
900,2022-06-28,The BJP supporters saying that hinduism doesn't support the right to abortion need to learn more about their own damn religion 😭😭,40.7128,-74.006,New York City,Negative
901,2022-06-28,I wanna have a July 4th party where everyone brings a dish from a country where abortion is legal.,40.7128,-74.006,New York City,Neutral
902,2022-06-28,"@LauraPrepon This really open up a discussion among our family. While watching Unplanned the movie with my wife and sons. My youngest son brought up an interesting point. Is it really the woman's choice when her Father, Husband, Boyfriend force the mother to have an abortion?",40.7128,-74.006,New York City,Neutral
903,2022-06-28,This is what the packed court was packed to do. Abortion et al are sops to be thrown to the boobs.,40.7128,-74.006,New York City,Negative
904,2022-06-28,I wonder how the recent ruling on Abortion will affect college admission. Will it re-route the colleges/states potential students are interested in attending?,40.7128,-74.006,New York City,Neutral
905,2022-06-28,"Wrote this story right after Roe was overturned. The linkage between labor rights and reproductive rights has two dimensions: 1. ensuring access to abortion as a right at workplaces 2.protect labor rights of repro health workers, including organized work.
https://t.co/zudAKEIB6Y",40.7128,-74.006,New York City,Neutral
906,2022-06-28,"@KathyHochul has a new pitch to get more Americans to move to New York…
“We are a safe harbor for abortions”
This should definitely reduce crime and inflation 🤦‍♂️",40.7128,-74.006,New York City,Neutral
907,2022-06-28,@david_barkin Biden is on team abortion and team mass incarceration and...,40.7128,-74.006,New York City,Negative
908,2022-06-28,"Sixty percent of Louisianans voted to declare that no right to abortion exists within the Louisiana Constitution. Unless this was old-fashioned Jim Crow, that way more than overcomes supposed voter suppression.",40.7128,-74.006,New York City,Neutral
909,2022-06-28,"@AngelHeart5609 @BlackCl10711864 @DeathBecumsMe I don’t think anyone is trying to pass nationwide abortion restrictions. There’s the Partial-Birth Abortion Ban Act of 2003, a flagrant violation of the 10th Amendment, but I’m not aware of current attempts to add to it",40.7128,-74.006,New York City,Negative
910,2022-06-28,White House rejects push to permit abortions on federal lands https://t.co/bKRtet3LSk via @nypost,40.7128,-74.006,New York City,Neutral
911,2022-06-28,"@bennyjohnson @laurenboebert 🔵 @laurenboebert voted to repeal women’s reproductive rights. You can’t fight for and remove freedoms. It doesn’t work that way. Let’s not forget she’s also an insurrectionist. 

VOTE BLUE UNLESS YOU WANT TO TURN YOUR CLOCKS BACK 200 YEARS. 

ABORTION RIGHTS ARE HUMAN RIGHTS!",40.7128,-74.006,New York City,Negative
912,2022-06-28,"Ngl all these companies providing transportation to abortion clinics, see the bigger picture 
-Don't have to pay for maternity leave 
-Don't have an employee out for 6weeks
-Don't have to provide health insurance for an extra person 
(They're saving on the back end)",40.7128,-74.006,New York City,Neutral
913,2022-06-28,Dystopian herbalist witch of the abortion underground #drawing #abortionrights https://t.co/EH57hI8Vqk,40.7128,-74.006,New York City,Negative
914,2022-06-28,@sandismithusa @realTuckFrumper @JoyVBehar @TheView Sunny is against abortion for herself but doesn't think she has the right to tell others that they can't have one. I respect that position. Be careful with some of these headlines out here.,40.7128,-74.006,New York City,Neutral
915,2022-06-28,I really be thinking ima have hot girl summer like I don’t work in abortion rights. https://t.co/G47MZNAXqG,40.7128,-74.006,New York City,Neutral
916,2022-06-28,"What a surprise. This is a nightmare. ""When Brazil Banned Abortion Pills, Women Turned to Drug Traffickers"" https://t.co/z9eNJpvOPH",40.7128,-74.006,New York City,Negative
917,2022-06-28,BlackRock joins Wall Street firms in covering employees' abortion travel costs: Internal memo  https://t.co/C1HpBwm6QF,40.7128,-74.006,New York City,Neutral
918,2022-06-28,"@AdImpact_Pol He’s either trying to bring back his tax base (not happening) or pander some abortion shit, hoping to wound Ron ahead of 24",40.7128,-74.006,New York City,Negative
919,2022-06-28,"I do think pro-lifers need to accept that banning abortion isn’t per se about science. It isn’t necessarily about organized religion, but it is about value, which is a theological, or at least spiritual, concept. Science alone cannot make one pro-life or pro-choice.",40.7128,-74.006,New York City,Neutral
920,2022-06-28,Lol... Democrats and Republicans may never see eye to eye on abortion or gun control but we can ALL agree that @MLB sucks.,40.7128,-74.006,New York City,Negative
